TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,P_emaildomain,R_emaildomain,C1,C2,C5,C11,C13,C14,D1,D2,M1,M2,M3,M4,V11,V15,V29,V35,V45,V53,V62,V75,V87,V94,V100,V200,V300
2991601,0,177347,32.81,W,9715,111.0,150.0,visa,,debit,204.0,87.0,anonymous.com,gmail.com,3,1,2,3,5,3,23,,nan,T,nan,nan,0.7846,0.0,1.0,1.3579,1.4744,0.9042,2.0,0.0,1.1292,0.0,2.9668,4.4584,0.9831
2991602,0,177395,35.19,W,4050,225.0,150.0,visa,226.0,debit,330.0,87.0,yahoo.com,yahoo.com,3,1,1,1,4,3,10,,T,T,nan,M0,0.599,1.0,0.0,0.9874,0.0507,1.1678,0.0,0.0,1.0708,0.0,3.2747,6.5194,2.2787
2991603,0,177404,227.3,C,15783,555.0,150.0,visa,226.0,debit,299.0,87.0,hotmail.com,gmail.com,3,2,1,1,6,3,8,31.0,T,T,F,M0,0.4382,0.0,,1.5091,1.0055,0.2785,1.0,0.0,1.7127,0.0,1.2932,5.83,2.1326
2991604,0,177432,35.92,W,3397,321.0,150.0,visa,226.0,credit,330.0,87.0,anonymous.com,gmail.com,3,2,1,5,5,2,40,18.0,T,T,T,M1,0.6299,0.0,0.0,0.9152,2.0265,0.837,0.0,0.0,0.5417,0.0,24.9026,4.967,0.0063
2991605,0,177478,107.65,C,8912,321.0,150.0,mastercard,137.0,debit,204.0,87.0,gmail.com,nan,2,1,1,2,2,1,15,28.0,nan,nan,T,nan,0.6158,0.0,0.0,1.5711,1.2959,1.0894,0.0,2.0,1.1909,0.0,16.152,0.4566,6.7381
2991606,0,177515,21.43,W,2309,321.0,150.0,visa,226.0,debit,325.0,87.0,gmail.com,nan,4,1,0,1,4,1,0,,T,nan,T,nan,0.7906,0.0,0.0,0.9666,0.9476,0.6683,1.0,0.0,1.2191,0.0,15.5828,5.9241,0.0958
2991607,0,177519,24.25,W,8202,111.0,,visa,226.0,debit,330.0,87.0,gmail.com,nan,2,2,0,1,3,1,25,,T,T,nan,nan,0.416,0.0,,0.2597,1.2552,0.6891,0.0,0.0,0.7706,0.0,12.071,3.2813,0.9547
2991608,1,177582,8.77,W,8700,194.0,150.0,mastercard,226.0,credit,,87.0,gmail.com,gmail.com,2,1,0,4,2,2,26,18.0,T,T,F,nan,0.6417,0.0,0.0,1.2051,0.4982,0.84,1.0,0.0,1.3488,,5.9599,1.4567,0.4362
2991609,0,177591,15.76,W,5718,360.0,185.0,visa,226.0,debit,299.0,87.0,anonymous.com,gmail.com,2,2,0,3,6,1,13,12.0,T,T,F,M0,0.7326,0.0,0.0,1.0933,1.2322,0.3,0.0,2.0,1.39,0.0,1.215,1.1425,0.5374
2991610,0,177599,56.09,C,6950,555.0,150.0,visa,102.0,debit,441.0,,yahoo.com,aol.com,3,2,0,1,3,1,48,13.0,T,nan,T,nan,0.9132,0.0,0.0,1.9276,0.705,1.1179,0.0,0.0,1.2959,0.0,0.7019,1.4221,0.0392
2991611,0,177601,33.37,W,11233,111.0,150.0,mastercard,102.0,debit,325.0,87.0,yahoo.com,yahoo.com,1,3,0,2,2,2,319,,nan,T,nan,nan,0.6708,0.0,0.0,1.8927,1.9182,0.3656,1.0,1.0,1.0864,0.0,0.5295,9.8111,7.0458
2991612,0,177614,85.02,W,15171,225.0,185.0,visa,226.0,credit,330.0,87.0,anonymous.com,nan,1,1,1,2,3,2,247,,nan,T,nan,nan,0.4978,0.0,0.0,1.3923,1.3389,0.6366,0.0,1.0,0.8012,0.0,17.7185,0.5845,3.0258
2991613,0,177616,39.7,W,11726,,150.0,visa,226.0,debit,330.0,87.0,gmail.com,nan,5,1,0,2,2,1,1,,T,T,F,nan,0.3257,0.0,0.0,0.6098,1.1159,0.6612,0.0,0.0,1.0254,0.0,5.4717,2.1046,0.7272
2991614,0,177622,23.28,W,18139,111.0,150.0,visa,219.0,debit,325.0,87.0,gmail.com,nan,2,1,0,1,4,1,171,13.0,nan,nan,nan,M2,0.3562,0.0,0.0,1.068,1.6858,0.9216,0.0,1.0,0.8489,0.0,5.1581,2.697,0.736
2991615,0,177630,283.81,W,1145,194.0,150.0,visa,166.0,debit,330.0,87.0,yahoo.com,gmail.com,2,2,0,1,3,1,25,2.0,T,T,T,M1,0.3239,0.0,,0.205,0.3629,1.4674,1.0,0.0,0.9325,0.0,1.2634,3.2644,1.7806
2991616,0,177663,30.15,W,13014,321.0,150.0,mastercard,226.0,debit,325.0,,gmail.com,anonymous.com,3,3,0,2,5,5,77,1.0,nan,F,nan,M0,0.5594,,1.0,1.0503,1.1933,1.0312,0.0,,0.6736,,4.225,10.5688,0.612
2991617,0,177704,105.95,C,2858,111.0,150.0,visa,226.0,debit,325.0,,hotmail.com,hotmail.com,2,2,1,2,8,1,62,3.0,nan,T,T,M2,0.3438,0.0,,0.2932,1.9871,0.4878,0.0,0.0,0.0597,0.0,24.5354,10.0932,2.5181
2991618,0,177712,22.17,W,5722,111.0,150.0,visa,226.0,debit,204.0,87.0,gmail.com,gmail.com,1,2,0,1,1,4,409,,nan,T,T,nan,0.5481,1.0,0.0,1.6133,1.366,0.3189,0.0,1.0,0.4992,0.0,18.3653,3.2626,6.5907
2991619,0,177751,67.33,W,4598,490.0,150.0,mastercard,226.0,credit,441.0,87.0,anonymous.com,nan,2,3,0,4,4,7,92,4.0,nan,T,nan,M0,0.6187,,0.0,1.2666,1.1874,0.9722,1.0,0.0,0.4845,1.0,0.6507,5.8477,6.121
2991620,0,177790,83.77,W,14583,555.0,150.0,visa,137.0,credit,330.0,87.0,nan,gmail.com,1,2,0,2,3,3,99,,T,T,T,nan,0.6256,0.0,0.0,1.1573,1.1768,0.4563,0.0,1.0,1.7068,0.0,84.9346,2.4786,4.0797
2991621,0,177819,40.79,W,15869,194.0,150.0,visa,166.0,credit,299.0,87.0,yahoo.com,nan,3,4,2,3,2,5,273,,T,T,T,nan,0.5474,1.0,1.0,1.7152,0.2423,1.1822,0.0,1.0,1.1248,0.0,28.1642,12.9682,0.465
2991622,0,177822,3.14,W,18013,360.0,150.0,visa,226.0,debit,325.0,87.0,gmail.com,gmail.com,2,2,1,3,2,1,17,14.0,F,nan,nan,M2,0.6683,0.0,,1.2138,0.3569,1.052,0.0,0.0,0.5069,0.0,16.2231,0.6652,5.2239
2991623,0,177845,33.73,W,16216,194.0,150.0,visa,226.0,credit,299.0,87.0,gmail.com,nan,1,1,0,6,3,2,68,30.0,T,T,nan,nan,0.4489,2.0,0.0,1.0873,0.7023,0.893,0.0,0.0,0.9603,1.0,24.5582,1.3522,3.0321
2991624,0,177903,113.35,W,12358,555.0,150.0,visa,117.0,debit,325.0,87.0,gmail.com,gmail.com,2,5,0,2,2,1,13,,nan,T,T,M0,0.4025,1.0,0.0,0.3759,1.2165,0.3369,1.0,0.0,0.8533,0.0,3.6519,3.0056,2.4347
2991625,0,177926,56.12,W,4518,360.0,150.0,visa,137.0,debit,441.0,87.0,anonymous.com,aol.com,1,2,1,2,2,1,11,,T,nan,T,M2,0.5471,0.0,1.0,1.5062,0.8049,1.9323,1.0,0.0,0.5635,0.0,6.2573,5.9787,1.2919
2991626,1,177934,51.72,W,5352,490.0,150.0,visa,226.0,debit,,87.0,gmail.com,gmail.com,1,2,0,3,2,1,124,25.0,T,F,T,M1,0.392,1.0,0.0,1.1245,0.9977,0.4765,1.0,0.0,1.3202,0.0,10.6446,0.6277,2.5937
2991627,0,177948,5.92,H,13106,,150.0,visa,219.0,nan,441.0,87.0,gmail.com,gmail.com,2,2,0,4,4,1,92,17.0,T,T,nan,M0,0.5553,0.0,0.0,1.4572,2.3647,1.1068,0.0,0.0,1.8016,,6.5059,0.867,0.0142
2991628,0,177969,16.11,S,8429,321.0,185.0,visa,226.0,debit,,87.0,anonymous.com,nan,2,2,2,1,1,5,11,19.0,T,nan,T,M1,0.3031,1.0,0.0,0.6886,2.0419,0.3078,0.0,1.0,0.7425,0.0,0.2702,3.7818,0.8019
2991629,0,177983,49.97,W,10096,321.0,150.0,mastercard,226.0,debit,325.0,87.0,gmail.com,nan,2,2,1,1,3,1,73,46.0,nan,T,T,nan,0.6634,0.0,0.0,0.6189,0.5959,1.2445,0.0,0.0,0.9731,0.0,6.431,0.0263,7.8537
2991630,0,177986,49.92,W,6555,194.0,150.0,mastercard,226.0,debit,325.0,87.0,yahoo.com,nan,2,3,0,3,2,2,295,22.0,T,nan,T,nan,0.5946,0.0,0.0,1.3569,1.8452,0.727,2.0,0.0,1.2925,0.0,14.1356,15.3385,1.2672
2991631,0,177993,111.57,W,8997,194.0,150.0,visa,226.0,debit,299.0,87.0,gmail.com,hotmail.com,2,4,1,2,4,1,14,2.0,T,T,nan,nan,0.5429,0.0,0.0,1.4384,1.7849,0.8207,1.0,0.0,0.8907,0.0,5.4596,1.3192,1.9008
2991632,0,178026,28.65,W,11809,321.0,150.0,visa,166.0,debit,325.0,87.0,gmail.com,nan,2,1,0,1,3,1,18,3.0,T,T,T,M0,0.4959,0.0,0.0,1.7851,1.8746,0.6539,0.0,2.0,0.6272,,38.5892,12.4366,0.9454
2991633,0,178065,49.69,C,17491,360.0,150.0,visa,226.0,credit,330.0,87.0,yahoo.com,yahoo.com,5,3,0,2,4,3,110,6.0,T,T,T,M0,0.1592,0.0,0.0,0.6132,1.1942,1.4887,0.0,,0.7939,0.0,11.8842,8.8596,0.0154
2991634,0,178068,33.66,H,10868,,150.0,visa,117.0,credit,299.0,87.0,gmail.com,gmail.com,2,2,1,3,3,1,25,1.0,T,T,nan,nan,0.9056,0.0,,1.3209,1.5046,1.1202,0.0,1.0,0.7189,0.0,0.02,3.7728,0.8189
2991635,0,178129,12.34,W,5195,321.0,150.0,discover,226.0,credit,,87.0,hotmail.com,nan,1,3,1,2,1,3,141,,nan,T,T,M0,0.656,0.0,0.0,1.1705,0.9794,0.6111,0.0,0.0,1.1833,0.0,11.7736,3.5447,5.0914
2991636,0,178137,3.47,W,9456,111.0,150.0,mastercard,226.0,credit,325.0,87.0,gmail.com,nan,3,1,1,1,6,1,253,8.0,T,T,F,M0,0.8871,0.0,0.0,0.6048,0.4647,0.5811,0.0,0.0,0.7012,0.0,21.9778,16.8623,0.6951
2991637,0,178159,50.96,W,4821,111.0,150.0,visa,166.0,credit,330.0,87.0,gmail.com,nan,4,1,0,1,4,1,0,8.0,T,F,T,M0,0.7499,0.0,1.0,0.6327,2.3015,1.1073,0.0,0.0,1.3332,0.0,9.5268,0.8239,0.6033
2991638,0,178187,39.41,W,18060,321.0,150.0,visa,137.0,debit,441.0,87.0,gmail.com,gmail.com,1,4,0,2,5,1,38,7.0,T,nan,T,nan,0.7693,0.0,1.0,1.2901,1.6147,1.7432,1.0,0.0,1.3752,0.0,10.0956,0.0286,0.9528
2991639,0,178220,17.85,H,12678,194.0,150.0,visa,102.0,credit,204.0,87.0,gmail.com,gmail.com,2,2,1,1,5,1,87,9.0,T,nan,F,nan,0.2884,0.0,,1.4049,1.8158,0.7374,0.0,1.0,0.3757,0.0,0.2767,10.6322,2.7035
2991640,0,178278,6.56,W,6178,225.0,150.0,visa,226.0,debit,441.0,87.0,anonymous.com,nan,5,1,0,1,3,3,72,3.0,nan,T,F,M1,0.6069,0.0,0.0,0.8294,2.3572,1.0427,1.0,0.0,0.8717,0.0,6.7009,16.7803,4.1063
2991641,0,178286,62.16,W,11898,194.0,150.0,visa,102.0,credit,325.0,87.0,gmail.com,nan,4,2,0,3,5,1,78,,T,F,T,M2,0.6795,0.0,1.0,0.7623,1.3553,1.2532,0.0,0.0,1.4456,0.0,5.2797,0.2459,3.4413
2991642,0,178325,25.38,W,6566,321.0,150.0,visa,226.0,debit,204.0,87.0,gmail.com,gmail.com,2,5,0,3,2,1,117,,T,F,F,M2,0.6953,0.0,0.0,0.3445,0.5045,0.7864,0.0,0.0,1.2062,0.0,10.4572,0.0189,6.7124
2991643,1,178328,57.79,W,6420,225.0,150.0,visa,226.0,debit,441.0,87.0,gmail.com,nan,2,4,0,2,4,4,164,19.0,nan,T,T,nan,0.6162,0.0,0.0,2.5268,0.7475,0.8144,0.0,0.0,1.1354,0.0,0.2262,1.0612,0.7007
2991644,0,178352,213.59,W,1607,555.0,185.0,visa,226.0,credit,204.0,87.0,gmail.com,gmail.com,1,2,0,4,3,2,32,4.0,T,F,nan,nan,0.5135,0.0,,0.7342,1.0536,0.538,1.0,1.0,0.9858,,12.283,1.3273,0.0038
2991645,0,178379,3.89,W,6674,194.0,150.0,visa,226.0,debit,330.0,87.0,gmail.com,nan,3,4,2,1,1,1,138,0.0,nan,F,F,M1,0.6534,0.0,0.0,0.52,0.8485,0.9155,0.0,1.0,1.0736,,23.9249,0.1571,7.5013
2991646,0,178402,16.45,W,3394,360.0,150.0,mastercard,219.0,debit,330.0,87.0,yahoo.com,nan,2,1,0,2,3,3,7,,T,F,T,M2,0.5752,0.0,,1.3815,0.8091,0.5682,1.0,1.0,1.0442,0.0,10.8253,1.1592,0.6394
2991647,1,178408,26.86,W,12051,194.0,150.0,mastercard,226.0,debit,299.0,87.0,hotmail.com,nan,2,1,0,3,3,2,121,16.0,T,T,nan,M0,0.4411,0.0,,0.9068,0.9873,0.4976,0.0,0.0,0.8135,0.0,0.1947,5.7753,6.4797
2991648,0,178449,141.86,C,9070,321.0,150.0,visa,,debit,325.0,87.0,gmail.com,nan,3,1,0,2,1,2,179,,T,nan,nan,M1,0.7389,1.0,1.0,0.9417,1.9925,0.354,1.0,0.0,1.5143,0.0,8.503,1.3544,1.2398
2991649,0,178453,6.45,W,11039,321.0,150.0,visa,117.0,credit,325.0,,gmail.com,outlook.com,4,2,0,2,4,3,269,10.0,T,nan,T,M1,0.7484,0.0,,0.607,1.0133,0.8226,0.0,0.0,0.6021,,43.1197,1.8575,0.1704
2991650,1,178454,229.49,S,3021,194.0,150.0,visa,219.0,debit,204.0,87.0,anonymous.com,gmail.com,2,1,0,4,2,6,102,,T,T,T,M0,0.3148,1.0,0.0,1.2694,1.5428,0.4812,1.0,1.0,1.0761,,4.9368,20.3849,1.8018
2991651,0,178479,37.93,W,17110,225.0,150.0,mastercard,226.0,debit,330.0,87.0,gmail.com,nan,1,1,1,2,5,1,37,9.0,T,T,T,M0,0.3719,0.0,0.0,0.5172,1.3797,0.9271,1.0,1.0,0.8766,0.0,7.9465,9.6125,7.6651
2991652,0,178492,30.08,W,3048,194.0,150.0,mastercard,,credit,441.0,87.0,gmail.com,gmail.com,3,4,0,3,5,1,105,,T,T,nan,M1,0.3175,0.0,1.0,0.4468,1.0093,1.1856,0.0,0.0,0.8483,0.0,12.2207,0.5119,1.7592
2991653,0,178530,27.17,C,1893,,150.0,mastercard,226.0,credit,325.0,87.0,yahoo.com,nan,2,3,1,2,3,3,19,1.0,nan,T,T,nan,0.1562,1.0,1.0,0.8594,0.5112,0.4501,0.0,0.0,1.163,0.0,6.7035,6.4928,7.6573
2991654,0,178539,21.41,W,14043,111.0,150.0,mastercard,166.0,debit,441.0,87.0,yahoo.com,gmail.com,1,3,0,3,3,2,119,35.0,T,nan,T,nan,0.756,0.0,0.0,0.8383,1.2119,1.0408,0.0,0.0,1.2035,0.0,9.6107,4.7104,0.0091
2991655,0,178543,94.45,C,12792,360.0,150.0,visa,226.0,credit,299.0,87.0,gmail.com,nan,3,1,0,3,2,1,209,,nan,T,T,M0,1.1447,0.0,,1.3722,1.1511,0.9207,0.0,0.0,0.8373,0.0,5.1974,3.6008,1.5541
2991656,0,178579,11.38,W,14613,490.0,150.0,visa,226.0,debit,325.0,,gmail.com,yahoo.com,2,3,0,1,6,1,307,,nan,T,nan,M1,0.6672,0.0,0.0,0.3447,1.3144,1.2088,1.0,,1.3062,0.0,3.5446,6.9257,0.5734
2991657,0,178595,46.78,W,15316,194.0,150.0,visa,226.0,debit,325.0,87.0,yahoo.com,gmail.com,2,3,0,3,5,1,20,0.0,T,F,F,nan,0.4405,1.0,1.0,1.4766,1.5456,0.8928,0.0,0.0,1.0336,0.0,27.5492,0.0756,0.026
2991658,0,178599,22.55,W,7087,225.0,150.0,visa,226.0,credit,204.0,87.0,yahoo.com,yahoo.com,2,4,0,1,2,2,96,6.0,T,nan,nan,nan,0.3695,0.0,0.0,1.4827,0.2111,0.7415,0.0,0.0,0.6418,0.0,0.725,10.3724,2.5536
2991659,0,178625,15.45,C,3933,,150.0,visa,226.0,credit,441.0,87.0,yahoo.com,nan,2,2,0,1,4,1,398,,nan,T,nan,M0,0.2984,1.0,1.0,1.5587,1.109,1.2613,1.0,0.0,0.8012,0.0,12.5398,1.8989,3.7116
2991660,0,178639,439.65,C,19665,111.0,150.0,mastercard,219.0,debit,330.0,87.0,anonymous.com,nan,1,2,0,1,4,2,98,19.0,F,T,T,M1,0.7622,,0.0,0.4407,0.5473,0.9825,0.0,0.0,0.6503,0.0,28.8065,3.1601,1.8297
2991661,0,178658,50.35,W,9264,490.0,150.0,mastercard,226.0,nan,330.0,,gmail.com,gmail.com,3,3,0,1,4,2,286,10.0,T,nan,T,M0,0.2783,0.0,0.0,0.5297,1.0271,1.1001,1.0,0.0,1.0941,0.0,7.5585,3.784,0.2018
2991662,0,178670,61.15,W,2380,321.0,150.0,visa,226.0,debit,325.0,87.0,gmail.com,gmail.com,5,1,0,3,3,2,57,2.0,F,nan,nan,M2,0.6257,,0.0,1.3084,2.1485,0.9431,1.0,,1.023,,2.491,6.8769,0.6549
2991663,0,178705,103.31,W,17867,111.0,150.0,mastercard,137.0,credit,330.0,87.0,gmail.com,anonymous.com,1,2,2,1,2,1,156,,T,T,nan,M1,0.4991,0.0,,2.1607,2.1621,0.3068,0.0,0.0,1.1314,0.0,2.8798,5.4756,0.0246
2991664,0,178741,7.99,R,10221,194.0,185.0,visa,102.0,credit,325.0,87.0,hotmail.com,yahoo.com,2,3,0,1,4,1,8,1.0,nan,T,T,M0,0.6106,0.0,,1.0218,1.9293,0.1242,0.0,0.0,0.8493,1.0,0.6639,10.9275,0.5393
2991665,0,178766,191.0,W,12973,490.0,150.0,mastercard,166.0,debit,325.0,87.0,anonymous.com,nan,2,2,0,5,4,4,23,,T,T,F,M1,0.6592,0.0,0.0,1.2348,0.818,0.4252,0.0,0.0,1.3336,,0.8479,2.5162,3.1447
2991666,1,178768,2.69,W,14164,111.0,150.0,mastercard,226.0,debit,441.0,87.0,anonymous.com,nan,4,1,1,1,3,2,12,22.0,T,nan,F,M0,0.5041,0.0,0.0,0.5101,0.976,0.5829,0.0,0.0,1.284,0.0,9.2166,8.658,8.0827
2991667,0,178804,15.35,W,7101,194.0,150.0,visa,166.0,debit,299.0,87.0,aol.com,gmail.com,4,5,0,1,3,3,5,14.0,nan,T,nan,nan,0.2961,0.0,0.0,1.118,1.9598,1.763,0.0,0.0,0.8261,0.0,1.488,5.5923,0.5965
2991668,0,178827,20.93,W,5954,360.0,150.0,visa,117.0,credit,325.0,87.0,anonymous.com,gmail.com,2,1,1,1,2,1,58,0.0,nan,nan,T,nan,0.8024,0.0,1.0,0.9614,1.4216,0.3177,0.0,,0.8515,0.0,34.1247,1.8494,0.4727
2991669,0,178850,59.25,W,6953,321.0,150.0,visa,137.0,debit,204.0,87.0,anonymous.com,gmail.com,1,2,0,1,3,1,192,16.0,T,T,T,M1,0.7199,0.0,0.0,1.3233,0.8688,1.0825,2.0,,1.6408,0.0,22.092,3.5208,3.8726
2991670,0,178859,41.21,R,7280,225.0,150.0,mastercard,226.0,debit,441.0,,anonymous.com,nan,1,2,1,1,4,1,32,9.0,T,nan,nan,M0,0.4271,0.0,0.0,1.4253,2.0557,0.3273,0.0,0.0,0.8244,0.0,6.4772,12.6989,3.5964
2991671,0,178902,28.03,W,1778,490.0,150.0,visa,226.0,debit,204.0,87.0,gmail.com,nan,4,3,0,2,5,3,26,8.0,nan,T,F,nan,0.4642,,0.0,1.2308,1.1884,0.9545,0.0,0.0,1.274,0.0,4.9763,27.8785,2.9343
2991672,0,178928,32.72,S,4475,111.0,150.0,mastercard,226.0,debit,204.0,87.0,outlook.com,nan,3,3,2,1,2,2,142,4.0,T,nan,T,nan,0.5635,0.0,0.0,0.7582,1.394,0.6726,1.0,,1.4622,0.0,24.5909,1.4827,0.8289
2991673,0,178930,12.45,W,5723,360.0,150.0,visa,166.0,debit,204.0,87.0,yahoo.com,nan,2,3,0,2,2,1,30,,T,T,nan,M0,0.7669,0.0,0.0,0.5199,0.2569,0.2029,0.0,0.0,1.5233,0.0,17.2752,1.6682,2.2538
2991674,0,178940,7.41,W,15890,111.0,150.0,mastercard,226.0,debit,325.0,87.0,gmail.com,yahoo.com,3,2,1,1,1,2,93,,nan,nan,nan,M0,0.8995,0.0,1.0,1.5174,1.3936,0.8334,0.0,0.0,0.9999,0.0,8.7523,1.1765,4.0014
2991675,0,178984,68.48,W,7713,321.0,150.0,american express,226.0,debit,299.0,,gmail.com,nan,2,3,0,2,3,3,17,26.0,F,T,F,nan,0.4117,2.0,1.0,1.283,0.6609,0.9551,1.0,0.0,1.0193,0.0,9.9912,1.705,1.8117
2991676,0,178985,66.27,W,9601,490.0,185.0,mastercard,226.0,credit,330.0,87.0,hotmail.com,gmail.com,6,2,1,4,3,1,51,63.0,T,nan,T,nan,-0.0061,0.0,0.0,1.5911,1.3927,1.4416,0.0,1.0,1.3579,0.0,10.6468,1.5339,4.2969
2991677,0,179050,161.5,C,18443,225.0,150.0,visa,226.0,debit,299.0,87.0,gmail.com,nan,5,3,0,2,3,2,78,15.0,T,T,T,M0,0.4624,,0.0,0.8828,1.2784,1.0773,0.0,,1.2411,,2.0732,0.6186,0.1684
2991678,0,179073,15.03,W,19693,360.0,150.0,visa,226.0,debit,330.0,87.0,gmail.com,gmail.com,2,3,1,2,3,2,586,5.0,nan,T,F,M2,0.5529,0.0,0.0,0.2707,0.9266,0.8717,0.0,1.0,0.5003,1.0,11.0883,8.4458,1.7022
2991679,0,179093,66.21,W,18984,490.0,150.0,visa,226.0,debit,204.0,87.0,gmail.com,yahoo.com,1,3,0,1,4,3,193,8.0,T,T,nan,M0,0.8558,0.0,0.0,-0.1962,1.4807,-0.0363,1.0,0.0,1.2104,0.0,7.1613,2.0648,0.5885
2991680,0,179099,24.94,W,13735,111.0,150.0,visa,226.0,debit,204.0,87.0,hotmail.com,outlook.com,3,2,0,3,4,1,1,,F,nan,nan,nan,0.6072,0.0,0.0,0.2281,1.525,1.024,0.0,,1.0858,0.0,4.0208,0.7154,3.5974
2991681,0,179105,108.9,W,19617,360.0,150.0,visa,226.0,debit,330.0,87.0,gmail.com,gmail.com,2,1,1,1,2,1,101,,nan,T,T,nan,0.3302,0.0,,0.5891,1.2069,0.3024,1.0,0.0,0.8537,,6.7398,3.5985,2.0416
2991682,1,179162,92.02,R,10489,555.0,150.0,visa,166.0,debit,299.0,87.0,hotmail.com,anonymous.com,3,3,1,1,2,3,103,11.0,T,nan,nan,M0,0.7636,1.0,0.0,0.908,0.9359,0.6284,0.0,1.0,0.7794,0.0,8.8691,0.9763,1.7791
2991683,0,179169,40.9,W,14974,321.0,150.0,mastercard,166.0,credit,204.0,87.0,hotmail.com,anonymous.com,1,1,1,2,7,2,79,2.0,nan,T,nan,nan,0.3832,0.0,0.0,0.8137,0.9718,0.4401,0.0,,1.5199,0.0,5.3009,6.315,0.0603
2991684,0,179199,23.58,W,17735,111.0,150.0,visa,226.0,credit,441.0,87.0,hotmail.com,nan,5,5,0,1,1,4,2,11.0,T,F,T,M0,0.501,0.0,0.0,1.1255,1.6795,0.7868,1.0,,0.8649,0.0,4.4518,2.4002,1.9615
2991685,0,179209,86.57,W,14724,111.0,150.0,mastercard,226.0,credit,204.0,87.0,yahoo.com,nan,3,5,0,1,4,3,32,,nan,nan,F,nan,0.5873,0.0,1.0,0.2398,0.9596,0.6788,0.0,0.0,0.7766,0.0,4.624,0.5005,2.7549
2991686,0,179212,63.24,W,12414,194.0,150.0,visa,219.0,debit,204.0,87.0,anonymous.com,gmail.com,5,3,0,2,3,1,22,6.0,T,nan,T,nan,0.554,0.0,0.0,1.4635,1.9735,0.7436,0.0,,1.1728,0.0,9.5417,2.1317,3.0593
2991687,0,179212,16.7,W,11623,111.0,150.0,visa,226.0,credit,299.0,,gmail.com,gmail.com,5,2,0,3,3,1,3,,nan,nan,T,M0,0.8331,,0.0,1.7547,0.7215,0.9051,0.0,0.0,0.8829,0.0,12.1414,10.5827,5.9098
2991688,0,179228,8.78,W,16395,321.0,150.0,visa,219.0,credit,,87.0,gmail.com,nan,1,2,0,1,4,2,216,,T,T,nan,nan,0.5122,0.0,0.0,1.0942,2.3298,1.0038,2.0,1.0,0.9198,,5.3246,1.5039,0.4642
2991689,0,179302,24.82,W,7469,,150.0,visa,166.0,debit,204.0,87.0,yahoo.com,nan,3,4,0,3,4,4,88,,nan,nan,T,nan,0.5883,0.0,0.0,0.7926,0.5457,1.0007,0.0,0.0,1.0489,0.0,41.3892,2.7553,5.5959
2991690,1,179311,150.72,W,11705,111.0,150.0,visa,,debit,330.0,87.0,gmail.com,nan,3,2,1,2,5,3,30,90.0,T,T,nan,M0,0.1167,0.0,0.0,0.9616,1.2222,0.9119,0.0,,1.2132,0.0,27.2303,17.9224,1.44
2991691,0,179320,104.22,R,4166,225.0,150.0,visa,226.0,debit,204.0,87.0,yahoo.com,nan,2,3,0,3,3,2,215,,T,nan,F,M0,0.3181,1.0,0.0,1.763,0.2358,0.6557,0.0,0.0,0.8902,0.0,5.1466,2.2587,0.1767
2991692,0,179328,10.89,W,3209,225.0,,american express,226.0,debit,204.0,87.0,gmail.com,hotmail.com,1,2,0,3,3,2,189,11.0,nan,T,F,nan,0.3893,1.0,1.0,1.4894,1.3406,0.6169,0.0,1.0,0.8,0.0,14.05,8.9711,0.1013
2991693,0,179343,10.3,W,9747,321.0,150.0,visa,226.0,credit,330.0,87.0,gmail.com,gmail.com,4,1,0,1,4,2,25,7.0,nan,nan,T,M1,0.2607,0.0,1.0,1.432,0.7274,1.0088,1.0,,1.3956,0.0,8.3511,1.2272,2.3494
2991694,0,179355,118.47,R,1299,360.0,150.0,visa,226.0,debit,299.0,87.0,hotmail.com,nan,5,4,0,3,2,4,26,20.0,T,nan,nan,nan,0.3841,0.0,0.0,0.895,0.3883,0.7418,1.0,,1.0961,0.0,12.6262,4.2461,4.6545
2991695,0,179397,10.64,H,14551,,150.0,visa,226.0,debit,204.0,87.0,yahoo.com,nan,3,1,0,1,4,2,19,30.0,nan,T,T,M0,0.5268,0.0,0.0,0.9453,1.0851,0.905,0.0,0.0,1.0424,0.0,3.9438,0.726,5.8078
2991696,0,179411,55.11,R,1563,,185.0,mastercard,226.0,debit,325.0,87.0,yahoo.com,nan,4,1,0,3,5,1,20,21.0,T,nan,F,nan,0.1181,2.0,,0.5682,0.1032,1.2675,0.0,0.0,1.0519,0.0,14.1712,1.36,0.0271
2991697,0,179425,17.88,R,13201,,150.0,mastercard,219.0,debit,,87.0,gmail.com,nan,4,2,0,3,6,3,131,3.0,F,nan,T,M0,0.4294,0.0,0.0,0.4529,1.4208,0.3419,0.0,0.0,1.3166,0.0,2.7816,5.378,0.7572
2991698,0,179428,166.84,W,10214,225.0,150.0,mastercard,226.0,credit,299.0,87.0,gmail.com,nan,6,1,1,1,5,2,27,15.0,T,nan,T,M0,0.5367,0.0,1.0,1.0816,0.6592,0.7605,0.0,0.0,1.4113,0.0,1.2587,0.7224,2.0284
2991699,0,179510,15.33,W,18574,,150.0,visa,102.0,debit,325.0,87.0,gmail.com,hotmail.com,2,2,1,2,4,2,177,3.0,nan,nan,T,nan,0.5919,0.0,1.0,0.5783,0.7905,0.9529,0.0,2.0,1.4634,0.0,0.0384,15.6613,0.8352
